id,name,short_name,organizer,organizer_url,edition_url,areas,tags,start_date,end_date,format,city,region_name,country,venue,lat,lon,description,deadlines,confidence,notes,sources
uiuc-uicomp-peoria-research-day-2027,University of Illinois College of Medicine Peoria Research Day 2027,UICOMP Research Day 2027,University of Illinois College of Medicine Peoria,https://peoria.medicine.uic.edu,https://peoria.medicine.uic.edu/uicomp-research/research-day/,internal-medicine; medical-education; public-health,uiuc; student-resident-research; clinical-trials; education; illinois,2027-05-05,2027-05-05,in-person,Peoria,Illinois,US,University of Illinois College of Medicine Peoria campus,40.6936,-89.589,"Research Day is the annual showcase of the research enterprise on the Peoria regional campus of the University of Illinois College of Medicine, open to faculty, students, residents, and fellows, with abstract submission and poster and oral presentations, limited to two first author submissions per person. The 2027 edition is scheduled for May 5, 2027, though 2027 abstract and poster printing deadlines had not been published as of September 2026.",,high,,https://peoria.medicine.uic.edu/events/research-day-2026/; https://peoria.medicine.uic.edu/uicomp-research/research-day/
sobp-annual-2027,Society of Biological Psychiatry 82nd Annual Meeting 2027,SOBP 2027,Society of Biological Psychiatry,https://sobp.org/,https://sobp.org/sobp-annual-meeting/,psychiatry,biological-psychiatry; neuroscience; genetics,2027-05-06,2027-05-08,in-person,Chicago,Illinois,US,Sheraton Grand Chicago Riverwalk,41.8894,-87.62,"The 2027 SOBP Annual Meeting takes place May 6 to 8, 2027, in Chicago under the theme The Metabolic Brain. Travel fellowship applications for the meeting close October 5, 2026; the oral and poster abstract deadline has not been posted on the society site as of September 2026.","Travel fellowship application (predoctoral, early career North American, early career international) = 2026-10-05; Symposium proposal submission = 2026-09-25 (estimated); Honorific award nominations = 2026-10-23 (estimated); Oral and poster abstract submission = 2026-12-04 (estimated); Late breaking poster abstract submission = 2027-02-12 (estimated)",medium,"The 2026 meeting (81st) was April 30 to May 2, 2026, at the New York Marriott Marquis; its deadlines were not recoverable, so the prior edition block uses the verified 2025 cycle. Only the travel fellowship deadline for 2027 is published; the abstract deadline should be checked on the conference portal (sobp.societyconference.com), which is JavaScript rendered.",https://sobp.org/sobp-annual-meeting/; https://x.com/SOBP/status/2051738029602005020; https://sobp.org/travel-fellowship-award-predoctoral-scholars/; https://sobp.org/travel-fellowship-awards-early-career-investigator-international/; https://sobp.org/submission/; https://sobp.org/2026-sobp-annual-meeting/
ismrm-annual-2027,2027 ISMRM & ISMRT Annual Meeting & Exhibition,ISMRM 2027,International Society for Magnetic Resonance in Medicine,https://www.ismrm.org/,https://www.ismrm.org/27m/,radiology,radiology; imaging; education,2027-05-08,2027-05-13,,Vancouver,British Columbia,CA,,49.2827,-123.1207,"The ISMRM and ISMRT Annual Meeting and Exhibition brings together magnetic resonance researchers, clinicians, and technologists for scientific presentations and educational sessions. The 2027 edition will be held in Vancouver, British Columbia, Canada, organized jointly by ISMRM and ISMRT.",,medium,"Direct WebFetch of ismrm.org pages returned only truncated titles; content was instead retrieved through a read-only proxy (r.jina.ai) that mirrored the official page text. That official text explicitly states abstract submission, registration, housing, and venue details for 2027 are not yet published. Several third-party aggregator search snippets claimed an abstract window of 1-28 October 2026 for the 2027 meeting, but this could not be confirmed on the official site and appears to conflate the prior (2026) cycle's schedule, so it was not recorded. Venue and meeting format (in-person/hybrid) are unconfirmed for 2027.",https://www.ismrm.org/27m/; https://www.ismrm.org/meetings-workshops/future-ismrm-meetings/; https://x.com/ISMRM/status/2060863878452384097; https://www.ismrm.org/26m/call/
pns-annual-2027,2027 Peripheral Nerve Society Annual Meeting,PNS 2027,Peripheral Nerve Society,https://www.pnsociety.com,https://pnsociety.com/2027-pns-annual-meeting/,neurology; neuroscience,neuromuscular,2027-05-08,2027-05-11,,Chicago,Illinois,US,Hilton Chicago,41.8725,-87.6244,"The Peripheral Nerve Society Annual Meeting covers research on peripheral neuropathy, with parallel sessions from consortia covering Charcot-Marie-Tooth disease, inflammatory neuropathies, inherited neuropathies and related conditions. The meeting is open only to healthcare professionals and researchers, not patients or the general public.",Abstract submission opens = 2026-09-11; Mini symposia submission deadline = 2026-09-18; Abstract submission deadline = 2026-12-11; Registration opens = 2027-01-14; Early bird registration deadline = 2027-03-05,high,Note the certificate mismatch on www.pnsociety.com; the non-www https://pnsociety.com domain was used successfully instead.,https://pnsociety.com/2027-pns-annual-meeting/
heart-rhythm-2027,Heart Rhythm 2027,HRS 2027,Heart Rhythm Society,https://www.hrsonline.org,https://www.hrsonline.org/event/heart-rhythm-2027/,cardiology,cardiovascular; electrophysiology,2027-05-13,2027-05-16,hybrid,San Francisco,California,US,Moscone Center,37.784,-122.4013,Heart Rhythm is the Heart Rhythm Society's annual scientific meeting on cardiac electrophysiology and arrhythmia management. The 2027 meeting is scheduled for the Moscone Center in San Francisco with an online viewing option in addition to in person attendance.,,medium,"hrsonline.org and heartrhythm.com both returned HTTP 403 on direct fetch. Dates (May 13-16, 2027), city, venue, and hybrid/online format are taken from search engine snippets of the official pages rather than a direct fetch. Heart Rhythm 2027 abstract and late-breaking science submission deadlines have not yet been published; only Heart Rhythm 2026 (April 23-26, 2026, Chicago) deadlines were found, e.g. late-breaking science extended deadline Feb 8, 2026.",https://www.hrsonline.org/event/heart-rhythm-2027/; https://heartrhythm.com/attend/future-meetings
ashnr-asnr-annual-2027,ASHNR/ASNR 2027 Joint Annual Meeting,ASNR 2027,American Society of Neuroradiology,https://www.asnr.org,https://www.asnr.org/ashnr-asnr-annual-meeting-2027/,radiology; neurology,radiology; neuroradiology; imaging; education; stroke,2027-05-14,2027-05-19,in-person,San Diego,California,US,Hilton San Diego Bayfront,32.7033,-117.1587,"The American Society of Neuroradiology and the American Society of Head and Neck Radiology hold a joint annual meeting from May 14 to 19, 2027, at the Hilton San Diego Bayfront in San Diego, California. The ASHNR portion runs May 14 to 16 and the ASNR portion runs May 16 to 19, covering neuroradiology and related head and neck imaging topics.",Abstract submission = 2026-11-04; Abstract acceptance notification (notif) = 2027-01-29,high,"The call for abstracts page does not print the year for the November 4 submission deadline; 2026 was inferred because the stated notification date of January 29, 2027 must follow it and precede the May 2027 meeting. No registration or travel award deadlines were found on official pages as of 2026-09-10.",https://www.asnr.org/ashnr-asnr-annual-meeting-2027/; https://www.asnr.org/ashnr-asnr-2027-call-for-abstracts/
ats-international-conference-2027,ATS 2027 International Conference,ATS 2027,American Thoracic Society,https://www.thoracic.org,https://site.thoracic.org/conference,pulmonary-critical-care,pulmonary; critical-care; sleep,2027-05-14,2027-05-19,,New Orleans,Louisiana,US,,29.9511,-90.0715,"The ATS International Conference is the American Thoracic Society's annual meeting on pulmonary, critical care, and sleep medicine research. The 2027 conference is scheduled for New Orleans, Louisiana.",Abstract submission = 2026-11-04; Learning Studio proposal submission = 2026-10-14,high,site.thoracic.org/conference/program/ats-2027-call-for-input returned HTTP 404; the main site.thoracic.org/conference page provided direct confirmation instead. Venue within New Orleans not stated on the fetched page.,https://site.thoracic.org/conference
ddw-2027,Digestive Disease Week 2027,DDW 2027,"Digestive Disease Week (American Gastroenterological Association, American Association for the Study of Liver Diseases, American Society for Gastrointestinal Endoscopy, Society for Surgery of the Alimentary Tract)",https://www.ddw.org,https://www.ddw.org,gastroenterology,gastroenterology; hepatology; clinical-trials,2027-05-15,2027-05-18,hybrid,Washington,District of Columbia,US,,38.9072,-77.0369,"Digestive Disease Week is an annual meeting for physicians and researchers in gastroenterology, hepatology and related fields, jointly sponsored by four gastroenterology societies. The 2027 meeting is held in Washington, D.C. with an online component.",Late-breaking abstract submission = 2027-03-18; Early registration = 2027-04-29,medium,"The regular, non-late-breaking abstract submission deadline for DDW 2027 has not yet been published as of 2026-09-10; it typically opens in the preceding fall or winter. Venue was not stated on the fetched page.",https://www.ddw.org
ranzcp-congress-2027,RANZCP 2027 Congress,RANZCP 2027,Royal Australian and New Zealand College of Psychiatrists,https://www.ranzcp.org/,https://www.congress.ranzcp.org/2027-congress,psychiatry,general-psychiatry; international; cultural,2027-05-16,2027-05-20,hybrid,Christchurch,Canterbury,NZ,Te Pae Christchurch Convention Centre,-43.5295,172.6357,"The RANZCP 2027 Congress is held at Te Pae Christchurch Convention Centre under the theme Resilience, Recovery and Growth: Kia Manawanui, Kia Manawaroa. The programme combines clinical practice, research, cultural perspectives and lived experience contributions.",Abstract submission opens = 2026-07-27; Pre-congress workshop abstract submission = 2026-09-04; Registration opens = 2026-10-12; Abstract submission (congress sessions) = 2026-10-16; Early registration = 2027-02-26,high,"Hybrid delivery stated on the RANZCP events page; the congress site describes an in person gathering. Two abstract deadlines apply (workshops in September, congress sessions in October).",https://www.congress.ranzcp.org/keydates; https://www.ranzcp.org/events-learning/ranzcp-2027-congress; https://www.congress.ranzcp.org/abstract-submissions
insar-2027,INSAR 2027 Annual Meeting (International Society for Autism Research),INSAR 2027,International Society for Autism Research,https://www.autism-insar.org/,https://insar.confex.com/insar/2027/cfp.cgi,psychiatry,autism; child-adolescent; neuroscience; international; global,2027-05-18,2027-05-21,in-person,Cape Town,Western Cape,ZA,Cape Town International Convention Centre (CTICC),-33.9153,18.4262,"The INSAR 2027 Annual Meeting is planned for May 18 to 21, 2027 in Cape Town, the first INSAR meeting on the African continent. Accepted panels, oral presentations and posters must be presented in person and there is no late breaking abstract round.",Abstract submission = 2026-10-16; Conflict of interest disclosure by all authors = 2026-11-12; Abstract notifications = 2027-01-28,medium,"Date discrepancy: the INSAR call for abstracts states May 18 to 21, 2027 while the University of Cape Town host announcement states May 19 to 22. The venue is reported as CTICC on INSAR registration pages indexed by search; autism-insar.org blocks automated fetches so this was not read directly.",https://insar.confex.com/insar/2027/cfp.cgi; https://health.uct.ac.za/cara/articles/2026-05-12-insar-2027-will-be-cape-town; https://insar.confex.com/insar/2026/cfp.cgi
saem-annual-meeting-2027,SAEM27 Annual Meeting,SAEM27,Society for Academic Emergency Medicine,https://www.saem.org,https://www.saem.org/meetings-and-events/annual-meeting,emergency-medicine,emergency-medicine; student-resident-research,2027-05-18,2027-05-21,,San Francisco,California,US,San Francisco Marriott Marquis,37.7846,-122.4034,The SAEM Annual Meeting is the Society for Academic Emergency Medicine's annual conference on emergency medicine research and education. The 2027 meeting is scheduled for the San Francisco Marriott Marquis.,Abstract submission opens = 2026-11-02; Abstract submission = 2027-01-05; Presenter disclosure and bio deadline = 2027-04-01,high,,https://www.saem.org/meetings-and-events/annual-meeting/annual-meeting-navigation/education/submission-deadlines
esoc-2027,13th European Stroke Organisation Conference,ESOC 2027,European Stroke Organisation,https://eso-stroke.org,https://eso-stroke.org/esoc2027/,neurology; surgery,stroke; international,2027-05-19,2027-05-21,in-person,Vienna,Vienna,AT,,48.2082,16.3738,"The European Stroke Organisation plans its 13th conference in Vienna, Austria, from 19 to 21 May 2027, marking the organisation's twentieth anniversary. The conference is planned as an onsite only event without a virtual attendance option.",,medium,"The exact date range (19 to 21 May 2027) is drawn from consistent secondary sources (cmeandchill.com, showsbee.com, clocate.com) since the official eso-stroke.org page embeds its dates in an image rather than extractable text; this is a lower-confidence source than a directly readable official page. Venue name and abstract deadlines are not yet published.",https://eso-stroke.org/esoc2027/; https://eso-stroke.org/esoc2027/abstracts/
ags-annual-scientific-meeting-2027,AGS 2027 Annual Scientific Meeting,AGS 2027,American Geriatrics Society,https://www.americangeriatrics.org,https://meeting.americangeriatrics.org/,geriatrics,geriatric; dementia,2027-05-20,2027-05-22,in-person,Atlanta,Georgia,US,Georgia World Congress Center,33.7627,-84.4008,"The AGS 2027 Annual Scientific Meeting is the yearly conference of the American Geriatrics Society, held at the Georgia World Congress Center in Atlanta, Georgia, with a pre conference day preceding the main program. The meeting covers clinical research, education, and quality improvement topics in geriatric medicine.",Abstract submission = 2026-12-02,high,,https://meeting.americangeriatrics.org/submissions; https://meeting.americangeriatrics.org/about/past-future-meetings
acog-acsm-2027,2027 ACOG Annual Clinical and Scientific Meeting,ACOG ACSM 2027,American College of Obstetricians and Gynecologists,https://www.acog.org,https://annualmeeting.acog.org/,obstetrics-gynecology,obstetrics; gynecology; reproductive; maternal-fetal,2027-05-21,2027-05-23,,Los Angeles,California,US,,34.0522,-118.2437,"The American College of Obstetricians and Gynecologists holds its Annual Clinical and Scientific Meeting for obstetrician gynecologists and related clinicians. The 2027 meeting is held in Los Angeles, California.",,medium,"The official site confirms the 2027 meeting dates and city but had not published an exact abstract submission deadline, a named venue, or a registration deadline as of 2026-09-10 despite the abstract call already being open; the deadlines list is therefore left empty rather than estimated. City center coordinates are used since no specific venue was found. This session's web search quota was exhausted before a further attempt could be made to find the exact abstract deadline via search, so only official-page fetch results are reflected here.",https://annualmeeting.acog.org/future-acsms/; https://annualmeeting.acog.org/call-for-proposals-2027/; https://annualmeeting.acog.org/
aua-annual-2027,AUA 2027 Annual Meeting,AUA 2027,American Urological Association,https://www.auanet.org/,https://www.auanet.org/aua2027,urology,urology; surgery,2027-05-21,2027-05-24,in-person,San Diego,California,US,San Diego Convention Center,32.7069,-117.1611,"The AUA Annual Meeting is the annual scientific meeting of the American Urological Association, covering clinical practice and research in urology. The 2027 edition takes place at the San Diego Convention Center in San Diego, California.",Abstract submission opens = 2026-08-03; Abstract submission = 2026-11-02; Abstract decision notification = 2027-01-07; Presenter response and registration deadline = 2027-02-16; Registration opens = 2026-12-01 (estimated),high,,https://www.auanet.org/aua2027; https://www.auanet.org/AUA2027/abstracts/abstract-guidelines
ibia-world-congress-2027,16th World Congress on Brain Injury,IBIA WCBI 2027,International Brain Injury Association,https://www.internationalbrain.org,https://braininjurycongress.org/,neurology; rehabilitation; surgery,brain-injury; rehabilitation; neurocritical-care,2027-05-23,2027-05-26,in-person,Halifax,Nova Scotia,CA,Halifax Convention Centre,44.6476,-63.5728,"Biennial world congress of the International Brain Injury Association on research, treatment, rehabilitation and advocacy for traumatic and acquired brain injury.",Abstract submission = 2026-10-23,high,Registration deadline is not yet published; full program details expected Winter 2026.,https://www.internationalbrain.org/about/announcing-the-16th-world-congress-on-brain-injury-2027-ibia-world-congress; https://braininjurycongress.org/; https://braininjurycongress.org/program/
ispor-2027,ISPOR 2027,ISPOR 2027,"ISPOR, the Professional Society for Health Economics and Outcomes Research",https://www.ispor.org,https://www.ispor.org/conferences-education/upcoming-conferences/ispor-2027,health-services,health-economics; decision-science; health-services,2027-05-23,2027-05-26,in-person,Denver,Colorado,US,,39.7392,-104.9903,"ISPOR, the professional society for health economics and outcomes research, holds its 2027 annual conference in Denver, Colorado. All presenting authors are required to present in person.",Workshop and Issue Panel submission opens = 2026-10-02; Workshop and Issue Panel submission = 2026-12-11; Research abstract submission opens = 2026-10-30; Research abstract submission = 2027-01-08,high,"The 2026 ISPOR annual conference already concluded (May 2026), so only 2027 is included.",https://www.ispor.org/conferences-education/upcoming-conferences; https://www.ispor.org/conferences-education/upcoming-conferences/abstract-information; https://www.ispor.org/conferences-education/upcoming-conferences/ispor-2027
aps-2027,2027 APS Annual Convention (Association for Psychological Science),APS 2027,Association for Psychological Science,https://www.psychologicalscience.org/,https://www.psychologicalscience.org/conventions/2027-aps-annual-convention,psychiatry,psychology; international,2027-05-27,2027-05-30,in-person,Seattle,Washington,US,Hyatt Regency Seattle,47.6143,-122.3325,"The 2027 APS Annual Convention is held May 27 to 30, 2027 at the Hyatt Regency Seattle. APS is changing the call for submissions structure for 2027; presenters must present on site.",Call for submissions opens = 2026-10-15; Financial assistance application opens = 2026-10-15; Registration opens = 2026-11-02; Submission deadline = 2026-12-01; Financial assistance deadline = 2026-12-12; Early registration = 2027-04-15; Presenter registration deadline = 2027-05-06,high,"The APS plan your trip page contains a typo giving the year as 2026; all other pages state May 27 to 30, 2027.",https://www.psychologicalscience.org/conventions/2027-aps-annual-convention; https://www.psychologicalscience.org/conventions/2027-aps-annual-convention/call-for-submissions; https://www.psychologicalscience.org/conventions/2027-aps-annual-convention/plan-your-trip; https://www.psychologicalscience.org/conventions/2026-aps-annual-convention/call-for-submissions
ascp-annual-2027,ASCP Annual Meeting 2027,ASCP 2027,American Society of Clinical Psychopharmacology,https://ascpp.org/,https://ascpp.org/meeting-hub/,psychiatry,psychopharmacology; clinical-trials,2027-06-01,2027-06-04,in-person,Chicago,Illinois,US,Chicago Marriott Downtown Magnificent Mile,41.8922,-87.6244,"The 2027 ASCP Annual Meeting (formerly NCDEU) is scheduled for June 1 to 4, 2027, in Chicago. Submissions for panels, posters, new investigator awards and pipeline presentations opened in September 2026 with deadlines running from November 2026 to March 2027.",Panel and workshop proposals = 2026-11-17; Award nominations open = 2026-11-01; Poster and individual research report submission = 2027-01-27; New Investigator Award application = 2027-01-27; Award nominations close = 2027-01-27; Pharmaceutical pipeline presentation submission = 2027-02-18; Late breaking poster submission opens = 2027-02-24; Late breaking poster submission = 2027-03-12,high,"An aggregator (eMedEvents) lists May 25 to 28, 2027; the official ascpp.org award and NIA pages state June 1 to 4, 2027, which is used here. The 2026 submission deadlines were not recoverable from the site.",https://ascpp.org/meeting-hub/; https://ascpp.org/ascp-meetings/ascp-annual-meeting/new-investigator-program/; https://ascpp.org/the-henry-nasrallah-award/; https://ascpp.org/ascp-meetings/ascp-annual-meeting/past-meetings/
cmsc-annual-2027,CMSC 2027 Annual Meeting,CMSC 2027,Consortium of Multiple Sclerosis Centers,https://www.mscare.org,https://cmscscholar.org/cmsc-2027-annual-meeting/,neurology,multiple-sclerosis; clinical-trials; education,2027-06-02,2027-06-04,,San Diego,California,US,San Diego Convention Center,32.7069,-117.1611,"The Consortium of Multiple Sclerosis Centers holds its 2027 annual meeting at the San Diego Convention Center in San Diego, California, from 2 to 4 June 2027. The meeting brings together clinicians and researchers working in multiple sclerosis care.",,medium,"www.mscare.org/2027 redirects (HTTP 301) to cmscscholar.org/cmsc-2027-annual-meeting/. Direct WebFetch of cmscscholar.org pages returned HTTP 403 Forbidden; content was retrieved via the r.jina.ai proxy instead, from two separate official CMSC Scholar pages that agree on 2 to 4 June 2027. Some aggregator sites (10times, eMedEvents) instead list the end date as 5 June 2027; the official pages were preferred here. No abstract or registration deadlines are published yet.",https://cmscscholar.org/cmsc-2027-annual-meeting/; https://cmscscholar.org/future-annual-meetings/
asco-annual-2027,ASCO Annual Meeting 2027,ASCO 2027,American Society of Clinical Oncology,https://www.asco.org,https://www.asco.org/annual-meeting,oncology,oncology; cancer-research; clinical-trials,2027-06-04,2027-06-08,hybrid,Chicago,Illinois,US,McCormick Place,41.8519,-87.6165,"The ASCO Annual Meeting is the annual clinical oncology meeting of the American Society of Clinical Oncology. The 2027 edition is scheduled for June 4 to 8, 2027 at McCormick Place in Chicago, Illinois, with in person and online attendance options.",Abstract submission = 2027-01-26; Late-breaking abstract submission = 2027-03-08; Abstract notification = 2027-03-31; Early registration = 2026-12-02,medium,"asco.org blocked direct WebFetch with HTTP 403 for both /annual-meeting and /annual-meeting/dates-know; all dates above were recovered from search-engine snippets of those official pages rather than a direct fetch, hence medium confidence. Abstract submission opening date was not found and is omitted rather than guessed.",https://www.asco.org/annual-meeting/dates-know; https://www.asco.org/annual-meeting; https://www.asco.org/annual-meeting/abstracts-presentations/submission-details/late-breaking-data-submission-guidelines
endo-2027,ENDO 2027,ENDO 2027,Endocrine Society,https://www.endocrine.org,https://www.endocrine.org/meetings-and-events/endo-future-meetings,endocrinology,endocrine,2027-06-05,2027-06-08,in-person,Toronto,Ontario,CA,,43.6532,-79.3832,"ENDO 2027 is the annual meeting of the Endocrine Society, scheduled to be held in Toronto, Ontario. The meeting is currently in its save the date phase, and abstract submission and other program details had not yet been published as of access date.",,high,Venue and abstract submission deadlines not yet announced as of access date.,https://www.endocrine.org/meetings-and-events/endo-future-meetings
iamse-annual-2027,IAMSE 31st Annual Meeting,IAMSE 2027,International Association of Medical Science Educators,https://www.iamse.org,https://www.iamse.org/annual-conference/,medical-education,medical-education; education,2027-06-05,2027-06-08,in-person,Bellevue,Washington,US,Hyatt Regency Bellevue,47.6101,-122.2015,"The International Association of Medical Science Educators holds its 31st Annual Meeting in Bellevue, Washington in 2027. The meeting focuses on the science of medical and health professions education.",Focus Sessions submission = 2026-09-01; Poster and Oral Abstract submission = 2026-12-01; Travel Award application = 2026-12-15; Early Bird registration = 2027-04-01; Presenter registration = 2027-04-01,high,"The 2026 IAMSE Annual Meeting (Augusta, GA) already concluded; this record covers only the 2027 edition.",https://www.iamse.org/annual-conference/; https://www.iamse.org/
snmmi-annual-2027,2027 SNMMI Annual Meeting,SNMMI 2027,Society of Nuclear Medicine and Molecular Imaging,https://www.snmmi.org/,https://snmmi.org/AM/AM/Home.aspx,nuclear-medicine,nuclear-medicine; imaging; oncology; education,2027-06-05,2027-06-08,,Washington,District of Columbia,US,Walter E. Washington Convention Center,38.9037,-77.0227,"The SNMMI Annual Meeting is the main scientific and educational conference of the Society of Nuclear Medicine and Molecular Imaging, covering nuclear medicine, molecular imaging, and radiopharmaceutical therapy research. The 2027 edition is scheduled for Washington, DC.",,medium,"Dates and city for the 2027 edition are confirmed on an official SNMMI page (accessed through a read-only proxy after direct fetch difficulties). The specific venue name is sourced only from aggregator sites (10times, urotoday) as a last-resort cross-check and should be verified once SNMMI publishes its own 2027 meeting site. Abstract submission and registration deadlines for 2027 are not yet published (reported by aggregators as TBA); the 2026 edition's own deadlines could not be confirmed from sources accessed, so its deadlines array is left empty rather than guessed. Meeting format (in-person/hybrid) not confirmed for 2027, though the 2026 edition offered a virtual option.",https://snmmi.org/AM/Web/Education-and-Meetings/Upcoming-Events.aspx; https://www.eurekalert.org/news-releases/1125386; https://www.urotoday.com/calendar-events/society-of-nuclear-medicine-and-molecular-imaging-snmmi-2027.html
sleep-2027,SLEEP 2027: 41st Annual Meeting of the Associated Professional Sleep Societies,SLEEP 2027,Associated Professional Sleep Societies (American Academy of Sleep Medicine and Sleep Research Society),https://www.sleepmeeting.org/,https://aasm.org/event/sleep-2027/,psychiatry,sleep; neuroscience,2027-06-06,2027-06-09,,Denver,Colorado,US,Colorado Convention Center,39.7429,-104.9958,"SLEEP 2027, the 41st APSS annual meeting, runs June 6 to 9, 2027 at the Colorado Convention Center in Denver, with postgraduate courses on June 5 and 6. Registration opens in January 2027.",Abstract submission opens = 2026-09-16 (estimated); Abstract submission = 2026-12-07 (estimated); Late-breaking abstract submission opens = 2027-02-08 (estimated); Late-breaking abstract submission = 2027-03-15 (estimated),medium,Official dates published; abstract deadlines are estimates until APSS posts the SLEEP 2027 call.,https://aasm.org/event/sleep-2027/; https://www.sleepmeeting.org/about/; https://www.sleepmeeting.org/call-for-abstracts/; https://www.sleepmeeting.org/
smdm-annual-2027,SMDM 49th Annual Meeting,SMDM 2027,Society for Medical Decision Making,https://smdm.org,https://smdm.org/annual-meeting,health-services,decision-science; health-services,2027-06-06,2027-06-09,in-person,Toronto,Ontario,CA,,43.6532,-79.3832,"The Society for Medical Decision Making holds its 49th Annual Meeting in Toronto, Ontario. The meeting covers methods and applications in medical decision science.",Abstract submission = 2027-01-14; Abstract notification = 2027-03-12; Early registration = 2027-05-30,high,"The 2026 SMDM Annual Meeting (48th, Oslo, Norway, June 28 to July 1, 2026) already concluded before today, so only the 2027 edition is included.",https://smdm.org/annual-meeting; https://smdm.org/civicrm/event/info; https://smdm.org/registration-information
iasp-2027,IASP 34th World Congress 2027,IASP 2027,International Association for Suicide Prevention,https://www.iasp.info/,https://www.iasp.info/colombo2027/,psychiatry,suicide; international; global,2027-06-07,2027-06-11,in-person,Colombo,Western Province,LK,Bandaranaike Memorial International Conference Hall (BMICH),6.904,79.872,"The 34th IASP World Congress takes place in Colombo, Sri Lanka from 7 to 11 June 2027. Abstract submission and bursary applications are open; there will be no on site registration.",Abstract submission opens = 2026-05-27; Symposium and workshop abstract submission = 2026-10-01; Oral and poster abstract submission = 2026-10-15; Early registration opens = 2026-10-15; Early registration = 2027-02-18; General registration closes = 2027-06-04,high,The 33rd World Congress was held in Vienna in 2025; its dates were not verified for this record.,https://www.iasp.info/colombo2027/; https://www.iasp.info/colombo2027/abstractsubmission/
aanp-annual-2027,American Association of Neuropathologists 103rd Annual Meeting 2027,AANP 2027,American Association of Neuropathologists,https://www.neuropath.org,https://www.neuropath.org/upcoming-meetings,neurology; pathology,translational; student-resident-research,2027-06-10,2027-06-13,in-person,Renton,Washington,US,Hyatt Regency Lake Washington,47.4762,-122.2114,The AANP Annual Meeting is the yearly gathering of the only United States association focused exclusively on the clinical and scientific practice of neuropathology. The 2027 meeting is the 103rd edition and includes pre-meeting symposia the day before the main program.,,medium,"Deadlines are published only at month-level precision as of this research and were therefore omitted from the deadlines array to avoid inventing exact days: registration opens early December 2026, diagnostic slide session (DSS) case submission deadline early January 2027, and abstract submission deadline February 2027.",https://www.neuropath.org/upcoming-meetings
ahs-annual-2027,American Headache Society 69th Annual Scientific Meeting 2027,AHS 2027,American Headache Society,https://americanheadachesociety.org,https://americanheadachesociety.org/events/69th-annual-scientific-meeting-2,neurology,headache,2027-06-10,2027-06-13,in-person,San Diego,California,US,Gaylord Pacific Resort and Convention Center,32.627,-117.108,"The American Headache Society Annual Scientific Meeting is the society's main conference for clinicians and researchers in headache and orofacial pain medicine. The 69th meeting is scheduled for June 10 to 13, 2027, at the Gaylord Pacific Resort and Convention Center.",Abstract submission opens = 2027-01-08 (estimated); Abstract submission deadline = 2027-02-15 (estimated); Late-breaking abstract submission opens = 2027-04-05 (estimated); Late-breaking abstract submission deadline = 2027-04-26 (estimated),medium,"Meeting dates and venue for 2027 are confirmed directly on the official AHS event page (high confidence for those facts), but no abstract or late-breaking submission deadlines for 2027 have been published yet; the deadline entries above are estimated from the 2026 (68th meeting) pattern and marked estimated. Overall record confidence is set to medium because most dated deadline items are estimates. The venue's mailing address (1000 H St) is in Chula Vista, CA; AHS's own event page and press materials describe the location as San Diego, CA, so city is recorded as San Diego per the official source; coordinates are for the Chula Vista bayfront venue address, approximated from secondary listings rather than a geocoding tool.",https://americanheadachesociety.org/events/69th-annual-scientific-meeting-2; https://americanheadachesociety.org/events/68th-annual-scientific-meeting/abstracts; https://en.wikipedia.org/wiki/Gaylord_Pacific_Resort_%26_Convention_Center
academyhealth-arm-2027,AcademyHealth Annual Research Meeting 2027,AcademyHealth ARM 2027,AcademyHealth,https://academyhealth.org,https://academyhealth.org/ARM2026,health-services,health-services; health-economics,2027-06-12,2027-06-15,in-person,Boston,Massachusetts,US,Hynes Convention Center,42.3467,-71.085,"AcademyHealth holds its 2027 Annual Research Meeting in Boston, Massachusetts at the Hynes Convention Center. The meeting convenes health services researchers and health policy analysts.",,medium,The 2026 ARM (Seattle) concluded before today; no abstract submission deadline has yet been published for the 2027 Boston meeting.,https://academyhealth.org/ARM2026
ean-congress-2027,13th Congress of the European Academy of Neurology,EAN Congress 2027,European Academy of Neurology,https://www.ean.org,https://www.ean.org/congress2027,neurology; neuroscience,international; epilepsy; stroke; multiple-sclerosis; movement-disorders; dementia; headache,2027-06-12,2027-06-15,,Gothenburg,Vastra Gotaland County,SE,Gothia Towers,57.6968,11.9866,"The European Academy of Neurology holds its 2027 congress at Gothia Towers in Gothenburg, Sweden, from 12 to 15 June 2027. The congress theme is Transforming Neurology, Embracing Every Brain, and the program spans general and subspecialty neurology.",Abstract submission = 2027-01-14; Early registration = 2027-04-14,high,,https://www.ean.org/congress2027
